PPI,Positive_environment_number,SD,H2O2,Hydroxyurea,Doxorubicin,Forskolin,Raffinose,NaCl,Cold_16C,FK506
YBR068C_YBL102W,1,0,0,0,1,0,0,0,0,0
YMR112C_YNL245C,1,0,0,0,1,0,0,0,0,0
YPL211W_YNL127W,1,0,0,0,1,0,0,0,0,0
YPL211W_YLL010C,1,0,0,0,1,0,0,0,0,0
YPR079W_YDL123W,1,0,0,0,1,0,0,0,0,0
YJL091C_YGR020C,2,0,0,0,1,0,0,1,0,0
YPL211W_YGL011C,1,0,0,0,1,0,0,0,0,0
YHR181W_YNL288W,1,0,0,0,1,0,0,0,0,0
YPL211W_YMR164C,1,0,0,0,1,0,0,0,0,0
YMR112C_YHR055C,1,0,0,0,1,0,0,0,0,0
YMR112C_YKR053C,1,0,0,0,1,0,0,0,0,0
YMR093W_YKR083C,1,0,0,0,1,0,0,0,0,0
YDR497C_YJL031C,1,0,0,0,1,0,0,0,0,0
YMR112C_YJR147W,1,0,0,0,1,0,0,0,0,0
YDL246C_YGR278W,1,0,0,0,1,0,0,0,0,0
YGL172W_YKL145W,1,0,0,0,1,0,0,0,0,0
YDL109C_YER081W,1,0,0,0,1,0,0,0,0,0
YPL211W_YGR227W,1,0,0,0,1,0,0,0,0,0
YKL194C_YAL029C,1,0,0,0,1,0,0,0,0,0
YGL070C_YML094W,1,0,0,0,1,0,0,0,0,0
YMR112C_YHR034C,1,0,0,0,1,0,0,0,0,0
YMR112C_YNL020C,1,0,0,0,1,0,0,0,0,0
YMR112C_YML068W,1,0,0,0,1,0,0,0,0,0
YJL109C_YJR161C,1,0,0,0,1,0,0,0,0,0
YMR112C_YER044C,1,0,0,0,1,0,0,0,0,0
YPL211W_YBR068C,1,0,0,0,1,0,0,0,0,0
YOR204W_YGR112W,1,0,0,0,1,0,0,0,0,0
YHR039C_YIL033C,1,0,0,0,1,0,0,0,0,0
YMR112C_YCR033W,1,0,0,0,1,0,0,0,0,0
YMR112C_YML038C,1,0,0,0,1,0,0,0,0,0
YMR112C_YDL227C,1,0,0,0,1,0,0,0,0,0
YJL109C_YFL062W,1,0,0,0,1,0,0,0,0,0
YMR112C_YER145C,1,0,0,0,1,0,0,0,0,0
YBR153W_YOR042W,1,0,0,0,1,0,0,0,0,0
YMR112C_YKR026C,1,0,0,0,1,0,0,0,0,0
YMR112C_YJL090C,1,0,0,0,1,0,0,0,0,0
YPR133C_YDR120C,1,0,0,0,1,0,0,0,0,0
YMR112C_YPL211W,1,0,0,0,1,0,0,0,0,0
YDR233C_YKR082W,2,0,0,0,1,0,0,1,0,0
YML017W_YHL020C,1,0,0,0,1,0,0,0,0,0
YLR056W_YMR149W,2,0,0,0,1,0,1,0,0,0
YMR112C_YPR128C,1,0,0,0,1,0,0,0,0,0
YPL127C_YER020W,1,0,0,0,1,0,0,0,0,0
YPL211W_YFL010C,1,0,0,0,1,0,0,0,0,0
YMR112C_YPL265W,1,0,0,0,1,0,0,0,0,0
YPL211W_YJL165C,1,0,0,0,1,0,0,0,0,0
YPL211W_YLR020C,1,0,0,0,1,0,0,0,0,0
YPL211W_YKL072W,1,0,0,0,1,0,0,0,0,0
YML016C_YKL212W,1,0,0,0,1,0,0,0,0,0
YBR153W_YKL208W,1,0,0,0,1,0,0,0,0,0
YDR144C_YBR059C,1,0,0,0,1,0,0,0,0,0
YMR112C_YHR190W,1,0,0,0,1,0,0,0,0,0
YBR068C_YEL031W,1,0,0,0,1,0,0,0,0,0
YMR112C_YJR143C,2,0,0,0,1,0,0,0,1,0
YOR204W_YFR003C,2,0,0,0,1,0,0,0,1,0
YMR112C_YNL052W,1,0,0,0,1,0,0,0,0,0
YPL211W_YBR117C,2,0,0,0,1,0,0,0,1,0
YMR112C_YDL213C,2,0,0,0,1,0,0,0,1,0
YBL102W_YML012W,1,0,0,0,1,0,0,0,0,0
YML098W_YDR329C,1,0,0,0,1,0,0,0,0,0
YKL194C_YHL032C,1,0,0,0,1,0,0,0,0,0
YGR036C_YMR215W,1,0,0,0,1,0,0,0,0,0
YPL211W_YNL175C,1,0,0,0,1,0,0,0,0,0
YMR112C_YBR058C-A,1,0,0,0,1,0,0,0,0,0
YOR204W_YKL159C,1,0,0,0,1,0,0,0,0,0
YPL211W_YDR022C,1,0,0,0,1,0,0,0,0,0
YPL211W_YGR181W,1,0,0,0,1,0,0,0,0,0
YPL211W_YBR133C,1,0,0,0,1,0,0,0,0,0
YLR066W_YNL118C,1,0,0,0,1,0,0,0,0,0
YDR170C_YFL010C,1,0,0,0,1,0,0,0,0,0
YMR112C_YHR001W-A,1,0,0,0,1,0,0,0,0,0
YMR112C_YOL081W,1,0,0,0,1,0,0,0,0,0
YKL194C_YPR060C,1,0,0,0,1,0,0,0,0,0
YJL109C_YOR181W,1,0,0,0,1,0,0,0,0,0
YPL211W_YMR127C,1,0,0,0,1,0,0,0,0,0
YMR112C_YJR010C-A,1,0,0,0,1,0,0,0,0,0
YMR112C_YPL269W,1,0,0,0,1,0,0,0,0,0
YKL096W-A_YBR176W,1,0,0,0,1,0,0,0,0,0
YMR112C_YPR119W,1,0,0,0,1,0,0,0,0,0
YGL172W_YOR276W,1,0,0,0,1,0,0,0,0,0
YOR204W_YOR267C,1,0,0,0,1,0,0,0,0,0
YMR139W_YOR048C,1,0,0,0,1,0,0,0,0,0
YMR112C_YJR117W,1,0,0,0,1,0,0,0,0,0
YKL210W_YHR163W,1,0,0,0,1,0,0,0,0,0
YBL041W_YAL014C,1,0,0,0,1,0,0,0,0,0
YBR041W_YDL052C,3,0,0,0,1,0,0,0,1,1
YBR153W_YJR117W,1,0,0,0,1,0,0,0,0,0
YKL088W_YMR123W,1,0,0,0,1,0,0,0,0,0
YBR153W_YDL160C,1,0,0,0,1,0,0,0,0,0
YKL194C_YHR135C,2,0,0,0,1,0,0,0,1,0
YMR112C_YBR222C,1,0,0,0,1,0,0,0,0,0
YOL060C_YPR119W,1,0,0,0,1,0,0,0,0,0
YKL194C_YLR079W,1,0,0,0,1,0,0,0,0,0
YMR112C_YBR158W,1,0,0,0,1,0,0,0,0,0
YPL211W_YMR026C,2,0,0,0,1,0,0,0,1,0
YML017W_YFL021W,1,0,0,0,1,0,0,0,0,0
YLR237W_YER145C,1,0,0,0,1,0,0,0,0,0
YPL211W_YHR114W,1,0,0,0,1,0,0,0,0,0
YMR112C_YFR008W,1,0,0,0,1,0,0,0,0,0
YPL211W_YOR061W,1,0,0,0,1,0,0,0,0,0
YLR326W_YER020W,2,0,0,0,1,0,1,0,0,0
YMR112C_YBL075C,1,0,0,0,1,0,0,0,0,0
YMR112C_YIL016W,1,0,0,0,1,0,0,0,0,0
YMR112C_YBR264C,1,0,0,0,1,0,0,0,0,0
YMR112C_YDR196C,1,0,0,0,1,0,0,0,0,0
YLL061W_YEL031W,2,0,0,0,1,0,1,0,0,0
YOR165W_YMR123W,1,0,0,0,1,0,0,0,0,0
YOR341W_YGR222W,1,0,0,0,1,0,0,0,0,0
YNR052C_YCR093W,1,0,0,0,1,0,0,0,0,0
YLR182W_YGR179C,1,0,0,0,1,0,0,0,0,0
YKL080W_YLR447C,2,0,0,0,1,0,0,1,0,0
YBR068C_YGL203C,1,0,0,0,1,0,0,0,0,0
YOR204W_YER060W,1,0,0,0,1,0,0,0,0,0
YKR003W_YER020W,3,0,0,0,1,0,1,1,0,0
YMR112C_YDR079W,1,0,0,0,1,0,0,0,0,0
YHR108W_YDR302W,1,0,0,0,1,0,0,0,0,0
YPL211W_YLR353W,1,0,0,0,1,0,0,0,0,0
YPL211W_YIL159W,1,0,0,0,1,0,0,0,0,0
YPL211W_YJR075W,1,0,0,0,1,0,0,0,0,0
YMR112C_YDR412W,1,0,0,0,1,0,0,0,0,0
YMR112C_YJR118C,1,0,0,0,1,0,0,0,0,0
YLR332W_YGR065C,2,0,0,0,1,0,1,0,0,0
YPL094C_YDL039C,1,0,0,0,1,0,0,0,0,0
YBR210W_YKL086W,1,0,0,0,1,0,0,0,0,0
YOR204W_YLL028W,1,0,0,0,1,0,0,0,0,0
YMR112C_YBL051C,1,0,0,0,1,0,0,0,0,0
YDR398W_YPR086W,1,0,0,0,1,0,0,0,0,0
YMR112C_YDR142C,1,0,0,0,1,0,0,0,0,0
YMR112C_YNL329C,1,0,0,0,1,0,0,0,0,0
YMR112C_YMR096W,1,0,0,0,1,0,0,0,0,0
YPL211W_YDL226C,1,0,0,0,1,0,0,0,0,0
YKL212W_YHR110W,1,0,0,0,1,0,0,0,0,0
YMR112C_YKL099C,1,0,0,0,1,0,0,0,0,0
YPL211W_YER032W,1,0,0,0,1,0,0,0,0,0
YMR112C_YGL099W,1,0,0,0,1,0,0,0,0,0
YDR011W_YNR003C,1,0,0,0,1,0,0,0,0,0
YMR112C_YHR123W,1,0,0,0,1,0,0,0,0,0
YGL125W_YLR155C,1,0,0,0,1,0,0,0,0,0
YLR237W_YOR273C,1,0,0,0,1,0,0,0,0,0
YMR112C_YDL070W,1,0,0,0,1,0,0,0,0,0
YPL211W_YOR110W,1,0,0,0,1,0,0,0,0,0
YMR112C_YBL017C,1,0,0,0,1,0,0,0,0,0
YMR112C_YKR091W,1,0,0,0,1,0,0,0,0,0
YOR204W_YDR265W,1,0,0,0,1,0,0,0,0,0
YMR112C_YOR195W,1,0,0,0,1,0,0,0,0,0
YMR112C_YGR032W,1,0,0,0,1,0,0,0,0,0
YDL018C_YDL112W,1,0,0,0,1,0,0,0,0,0
YOR360C_YMR215W,1,0,0,0,1,0,0,0,0,0
YML098W_YLR144C,1,0,0,0,1,0,0,0,0,0
YPL211W_YMR054W,1,0,0,0,1,0,0,0,0,0
YMR112C_YGR193C,1,0,0,0,1,0,0,0,0,0
YNR035C_YDR071C,1,0,0,0,1,0,0,0,0,0
YPL211W_YBR036C,1,0,0,0,1,0,0,0,0,0
YPL211W_YIR038C,1,0,0,0,1,0,0,0,0,0
YMR112C_YDR259C,1,0,0,0,1,0,0,0,0,0
YOR360C_YMR292W,1,0,0,0,1,0,0,0,0,0
YOR204W_YKR065C,1,0,0,0,1,0,0,0,0,0
YHR146W_YJL151C,2,0,0,0,1,0,1,0,0,0
YMR112C_YNL210W,1,0,0,0,1,0,0,0,0,0
YMR112C_YGL228W,1,0,0,0,1,0,0,0,0,0
YPL211W_YDL138W,1,0,0,0,1,0,0,0,0,0
YER132C_YJL036W,1,0,0,0,1,0,0,0,0,0
YMR112C_YPR124W,1,0,0,0,1,0,0,0,0,0
YMR112C_YKL087C,1,0,0,0,1,0,0,0,0,0
YPL211W_YDR245W,1,0,0,0,1,0,0,0,0,0
YBR153W_YER081W,1,0,0,0,1,0,0,0,0,0
YKL194C_YMR015C,1,0,0,0,1,0,0,0,0,0
YMR112C_YGR119C,1,0,0,0,1,0,0,0,0,0
YKL038W_YIL128W,1,0,0,0,1,0,0,0,0,0
YPL211W_YNL106C,1,0,0,0,1,0,0,0,0,0
YNR075W_YMR105C,1,0,0,0,1,0,0,0,0,0
YGL172W_YOR178C,1,0,0,0,1,0,0,0,0,0
YPL211W_YOL100W,1,0,0,0,1,0,0,0,0,0
YMR112C_YPR040W,1,0,0,0,1,0,0,0,0,0
YGL172W_YOR363C,1,0,0,0,1,0,0,0,0,0
YMR112C_YMR214W,1,0,0,0,1,0,0,0,0,0
YPL211W_YGL090W,2,0,0,0,1,0,0,0,1,0
YKL194C_YPL083C,1,0,0,0,1,0,0,0,0,0
YKL194C_YOR295W,1,0,0,0,1,0,0,0,0,0
YMR112C_YML055W,1,0,0,0,1,0,0,0,0,0
YMR112C_YPL270W,1,0,0,0,1,0,0,0,0,0
YBR036C_YML012W,1,0,0,0,1,0,0,0,0,0
YLL022C_YBR004C,1,0,0,0,1,0,0,0,0,0
YKL194C_YDR477W,1,0,0,0,1,0,0,0,0,0
YMR112C_YNL116W,1,0,0,0,1,0,0,0,0,0
YMR112C_YOR393W,1,0,0,0,1,0,0,0,0,0
YMR112C_YOR368W,1,0,0,0,1,0,0,0,0,0
YML017W_YGL002W,1,0,0,0,1,0,0,0,0,0
YPL211W_YMR139W,1,0,0,0,1,0,0,0,0,0
YBL017C_YDR264C,1,0,0,0,1,0,0,0,0,0
YMR112C_YLR045C,1,0,0,0,1,0,0,0,0,0
YPL211W_YML013W,1,0,0,0,1,0,0,0,0,0
YPL211W_YJL068C,1,0,0,0,1,0,0,0,0,0
YML098W_YOR350C,1,0,0,0,1,0,0,0,0,0
YLR006C_YCR069W,1,0,0,0,1,0,0,0,0,0
YMR112C_YML017W,1,0,0,0,1,0,0,0,0,0
YDR486C_YGL166W,1,0,0,0,1,0,0,0,0,0
YMR112C_YHR194W,1,0,0,0,1,0,0,0,0,0
YPL211W_YDR477W,2,0,0,0,1,0,0,0,1,0
YPL211W_YDR077W,1,0,0,0,1,0,0,0,0,0
YLR027C_YER081W,1,0,0,0,1,0,0,0,0,0
YHL011C_YKR097W,1,0,0,0,1,0,0,0,0,0
YER087W_YBR278W,1,0,0,0,1,0,0,0,0,0
YMR112C_YPL086C,1,0,0,0,1,0,0,0,0,0
YMR112C_YBL085W,1,0,0,0,1,0,0,0,0,0
YGL070C_YKR080W,1,0,0,0,1,0,0,0,0,0
YBR036C_YEL002C,1,0,0,0,1,0,0,0,0,0
YMR112C_YCL026C-A,1,0,0,0,1,0,0,0,0,0
YJL212C_YGR244C,1,0,0,0,1,0,0,0,0,0
YPL211W_YOR086C,1,0,0,0,1,0,0,0,0,0
YAL026C_YLR330W,1,0,0,0,1,0,0,0,0,0
YMR112C_YOR381W,1,0,0,0,1,0,0,0,0,0
YHR072W_YER044C,1,0,0,0,1,0,0,0,0,0
YMR112C_YBL033C,1,0,0,0,1,0,0,0,0,0
YML017W_YMR161W,1,0,0,0,1,0,0,0,0,0
YMR112C_YNL090W,1,0,0,0,1,0,0,0,0,0
YPL211W_YML001W,1,0,0,0,1,0,0,0,0,0
YOR204W_YIL107C,1,0,0,0,1,0,0,0,0,0
YPR028W_YJL117W,2,0,0,0,1,0,1,0,0,0
YMR112C_YOR009W,1,0,0,0,1,0,0,0,0,0
YBL017C_YGR229C,1,0,0,0,1,0,0,0,0,0
YMR112C_YLR110C,1,0,0,0,1,0,0,0,0,0
YPL211W_YJR040W,1,0,0,0,1,0,0,0,0,0
YFR003C_YGR163W,1,0,0,0,1,0,0,0,0,0
YJR103W_YDL123W,1,0,0,0,1,0,0,0,0,0
YMR112C_YHR031C,1,0,0,0,1,0,0,0,0,0
YLR328W_YCR083W,1,0,0,0,1,0,0,0,0,0
YMR112C_YNL027W,1,0,0,0,1,0,0,0,0,0
YER087W_YMR070W,1,0,0,0,1,0,0,0,0,0
YBR153W_YBR006W,1,0,0,0,1,0,0,0,0,0
YLR027C_YLR370C,1,0,0,0,1,0,0,0,0,0
YGL125W_YHR070W,1,0,0,0,1,0,0,0,0,0
YHR003C_YFL007W,1,0,0,0,1,0,0,0,0,0
YOR204W_YBR214W,1,0,0,0,1,0,0,0,0,0
YMR112C_YBR213W,1,0,0,0,1,0,0,0,0,0
YPL211W_YPR168W,1,0,0,0,1,0,0,0,0,0
YLR066W_YDL112W,2,0,0,0,1,0,0,0,0,1
YMR112C_YOL149W,1,0,0,0,1,0,0,0,0,0
YGL172W_YGL087C,1,0,0,0,1,0,0,0,0,0
YGL206C_YBL017C,1,0,0,0,1,0,0,0,0,0
YIL038C_YDL165W,1,0,0,0,1,0,0,0,0,0
YBR086C_YER145C,2,0,0,0,0,1,1,0,0,0
YLR064W_YKL212W,3,0,0,0,0,1,1,0,0,1
YBR002C_YKL140W,1,0,0,0,0,1,0,0,0,0
YCL025C_YLL031C,2,0,0,0,0,1,0,0,1,0
YNL204C_YCR021C,1,0,0,0,0,1,0,0,0,0
YCL025C_YER145C,2,0,0,0,0,1,1,0,0,0
YDR068W_YMR300C,2,0,0,0,0,1,1,0,0,0
YBR052C_YCR021C,1,0,0,0,0,1,0,0,0,0
YKR003W_YER145C,2,0,0,0,0,1,1,0,0,0
YCL025C_YML132W,2,0,0,0,0,1,0,1,0,0
YCL025C_YML001W,1,0,0,0,0,1,0,0,0,0
YGR130C_YPL004C,3,0,0,0,0,1,1,0,0,1
YIL124W_YKL140W,1,0,0,0,0,1,0,0,0,0
YCL025C_YNL007C,2,0,0,0,0,1,1,0,0,0
YLR138W_YER145C,1,0,0,0,0,1,0,0,0,0
YOR128C_YKL067W,1,0,0,0,0,1,0,0,0,0
YJL153C_YLR370C,3,0,0,0,0,1,1,0,0,1
YLR064W_YHR039C,1,0,0,0,0,1,0,0,0,0
YCR043C_YDR100W,4,0,0,0,0,1,1,1,0,1
YLR138W_YCR021C,1,0,0,0,0,1,0,0,0,0
YGR175C_YOR016C,2,0,0,0,0,1,1,0,0,0
YDR233C_YER020W,3,0,0,0,0,1,1,0,1,0
YOR153W_YLL028W,2,0,0,0,0,1,0,0,0,1
YCL025C_YOL147C,2,0,0,0,0,1,1,0,0,0
YDR307W_YNL190W,3,0,0,0,0,1,1,1,0,0
YEL031W_YPL246C,3,0,0,0,0,1,1,0,0,1
YJL151C_YLR274W,2,0,0,0,0,1,0,1,0,0
YAL007C_YLR350W,2,0,0,0,0,1,1,0,0,0
YBR011C_YPL246C,1,0,0,0,0,1,0,0,0,0
YLR447C_YNL190W,1,0,0,0,0,1,0,0,0,0
YKR072C_YCR021C,1,0,0,0,0,1,0,0,0,0
YDR233C_YDL116W,1,0,0,0,0,1,0,0,0,0
YHR146W_YML116W,1,0,0,0,0,1,0,0,0,0
YAL053W_YCR021C,1,0,0,0,0,1,0,0,0,0
YCL025C_YFR024C-A,2,0,0,0,0,1,1,0,0,0
YDL208W_YOR206W,1,0,0,0,0,1,0,0,0,0
YCL025C_YIL016W,1,0,0,0,0,1,0,0,0,0
YKL088W_YBR106W,1,0,0,0,0,1,0,0,0,0
YDL109C_YOR120W,4,0,0,0,0,1,1,1,0,1
YNL117W_YKR080W,1,0,0,0,0,1,0,0,0,0
YLL034C_YFR008W,1,0,0,0,0,1,0,0,0,0
YOR332W_YJR033C,2,0,0,0,0,1,1,0,0,0
YER026C_YKL165C,2,0,0,0,0,1,0,0,0,1
YLL023C_YML012W,4,0,0,0,0,1,1,0,1,1
YOR141C_YEL031W,1,0,0,0,0,1,0,0,0,0
YDL109C_YGR173W,2,0,0,0,0,1,1,0,0,0
YDR233C_YPL087W,2,0,0,0,0,1,1,0,0,0
YPR156C_YGL077C,2,0,0,0,0,1,0,0,0,1
YCL025C_YLR378C,3,0,0,0,0,1,1,0,0,1
YBR234C_YIL034C,2,0,0,0,0,1,1,0,0,0
YEL017C-A_YLR080W,3,0,0,0,0,1,1,0,0,1
YCL025C_YGR020C,2,0,0,0,0,1,1,0,0,0
YAL053W_YLR330W,2,0,0,0,0,1,1,0,0,0
YGL225W_YHR039C,2,0,0,0,0,1,0,0,0,1
YHR188C_YML012W,2,0,0,0,0,1,1,0,0,0
YDR226W_YMR300C,1,0,0,0,0,1,0,0,0,0
YGL225W_YMR123W,2,0,0,0,0,1,1,0,0,0
YGL019W_YDR153C,1,0,0,0,0,1,0,0,0,0
YBR011C_YDR068W,1,0,0,0,0,0,1,0,0,0
YCL025C_YBL056W,1,0,0,0,0,0,1,0,0,0
YDR233C_YKR067W,1,0,0,0,0,0,1,0,0,0
YPR028W_YMR300C,2,0,0,0,0,0,1,0,1,0
YCL025C_YKR067W,1,0,0,0,0,0,1,0,0,0
YCL025C_YJR076C,1,0,0,0,0,0,1,0,0,0
YDR233C_YIL034C,1,0,0,0,0,0,1,0,0,0
YOR323C_YBR106W,1,0,0,0,0,0,1,0,0,0
YGL108C_YDR032C,2,0,0,0,0,0,1,1,0,0
YKR072C_YGL055W,1,0,0,0,0,0,1,0,0,0
YGR106C_YGR060W,1,0,0,0,0,0,1,0,0,0
YLR447C_YLR432W,1,0,0,0,0,0,1,0,0,0
YLR350W_YLR110C,1,0,0,0,0,0,1,0,0,0
YOR323C_YEL031W,1,0,0,0,0,0,1,0,0,0
YBR234C_YLR370C,1,0,0,0,0,0,1,0,0,0
YBR052C_YER145C,3,0,0,0,0,0,1,1,0,1
YIL138C_YOL147C,2,0,0,0,0,0,1,0,0,1
YDL109C_YNL312W,2,0,0,0,0,0,1,0,0,1
YGR055W_YPR028W,1,0,0,0,0,0,1,0,0,0
YDL109C_YGL040C,2,0,0,0,0,0,1,0,0,1
YER070W_YLR028C,1,0,0,0,0,0,1,0,0,0
YIL138C_YPR113W,1,0,0,0,0,0,1,0,0,0
YDL208W_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YDR100W_YML086C,1,0,0,0,0,0,1,0,0,0
YER063W_YPR028W,1,0,0,0,0,0,1,0,0,0
YJL002C_YMR300C,1,0,0,0,0,0,1,0,0,0
YJL153C_YHR068W,1,0,0,0,0,0,1,0,0,0
YDL109C_YMR010W,2,0,0,0,0,0,1,0,0,1
YML072C_YGR065C,1,0,0,0,0,0,1,0,0,0
YOL147C_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YER136W_YLR110C,1,0,0,0,0,0,1,0,0,0
YDL182W_YLR110C,1,0,0,0,0,0,1,0,0,0
YER070W_YOR089C,1,0,0,0,0,0,1,0,0,0
YJL097W_YMR292W,1,0,0,0,0,0,1,0,0,0
YML012W_YFL005W,1,0,0,0,0,0,1,0,0,0
YDL225W_YCR030C,1,0,0,0,0,0,1,0,0,0
YGR083C_YLR291C,3,0,0,0,0,0,1,0,1,1
YDR233C_YDR508C,1,0,0,0,0,0,1,0,0,0
YIL138C_YLR110C,1,0,0,0,0,0,1,0,0,0
YMR058W_YGR060W,1,0,0,0,0,0,1,0,0,0
YAR002C-A_YMR292W,1,0,0,0,0,0,1,0,0,0
YOR042W_YGR229C,2,0,0,0,0,0,1,0,1,0
YGR178C_YLR216C,1,0,0,0,0,0,1,0,0,0
YDL109C_YHR063C,2,0,0,0,0,0,1,1,0,0
YJL153C_YLR432W,1,0,0,0,0,0,1,0,0,0
YDR508C_YNL255C,1,0,0,0,0,0,1,0,0,0
YJL002C_YDR331W,1,0,0,0,0,0,1,0,0,0
YCL025C_YGR229C,1,0,0,0,0,0,1,0,0,0
YDR497C_YDR032C,2,0,0,0,0,0,1,0,0,1
YGL206C_YIL044C,1,0,0,0,0,0,1,0,0,0
YPL058C_YMR149W,2,0,0,0,0,0,1,0,1,0
YLL023C_YGR284C,1,0,0,0,0,0,1,0,0,0
YJL153C_YHR163W,1,0,0,0,0,0,1,0,0,0
YGR055W_YOL147C,1,0,0,0,0,0,1,0,0,0
YPR028W_YJR117W,1,0,0,0,0,0,1,0,0,0
YDL109C_YNL313C,2,0,0,0,0,0,1,0,0,1
YJL097W_YLR110C,2,0,0,0,0,0,1,0,0,1
YJR088C_YMR292W,1,0,0,0,0,0,1,0,0,0
YCL025C_YOR042W,1,0,0,0,0,0,1,0,0,0
YEL017C-A_YLR028C,1,0,0,0,0,0,1,0,0,0
YJL002C_YDR100W,1,0,0,0,0,0,1,0,0,0
YPL145C_YER145C,1,0,0,0,0,0,1,0,0,0
YAR002C-A_YMR300C,1,0,0,0,0,0,1,0,0,0
YPL227C_YMR149W,1,0,0,0,0,0,1,0,0,0
YDL182W_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YNR035C_YKR080W,1,0,0,0,0,0,1,0,0,0
YCL037C_YPR028W,1,0,0,0,0,0,1,0,0,0
YGR020C_YBR106W,1,0,0,0,0,0,1,0,0,0
YDR233C_YAR042W,1,0,0,0,0,0,1,0,0,0
YNL007C_YEL002C,1,0,0,0,0,0,1,0,0,0
YML086C_YMR105C,1,0,0,0,0,0,1,0,0,0
YEL051W_YKR007W,1,0,0,0,0,0,1,0,0,0
YLR432W_YLR110C,1,0,0,0,0,0,1,0,0,0
YDL109C_YNL243W,2,0,0,0,0,0,1,0,0,1
YCL025C_YGR037C,1,0,0,0,0,0,1,0,0,0
YJL002C_YOR276W,1,0,0,0,0,0,1,0,0,0
YHR007C_YNL255C,1,0,0,0,0,0,1,0,0,0
YNR035C_YNL255C,1,0,0,0,0,0,1,0,0,0
YDR233C_YJR010W,1,0,0,0,0,0,1,0,0,0
YIL027C_YJR117W,1,0,0,0,0,0,1,0,0,0
YER136W_YKR080W,1,0,0,0,0,0,1,0,0,0
YJL178C_YHR133C,1,0,0,0,0,0,1,0,0,0
YCL025C_YOR089C,1,0,0,0,0,0,1,0,0,0
YNL287W_YPL246C,1,0,0,0,0,0,1,0,0,0
YEL031W_YOR089C,1,0,0,0,0,0,1,0,0,0
YMR058W_YNL255C,1,0,0,0,0,0,1,0,0,0
YJL178C_YMR149W,2,0,0,0,0,0,1,0,1,0
YLR432W_YJR010W,1,0,0,0,0,0,1,0,0,0
YGL206C_YMR300C,1,0,0,0,0,0,1,0,0,0
YER136W_YMR058W,1,0,0,0,0,0,1,0,0,0
YEL051W_YJL151C,1,0,0,0,0,0,1,0,0,0
YDR100W_YML012W,1,0,0,0,0,0,1,0,0,0
YMR200W_YAL058W,1,0,0,0,0,0,1,0,0,0
YLR332W_YMR149W,1,0,0,0,0,0,1,0,0,0
YPR028W_YGL055W,1,0,0,0,0,0,1,0,0,0
YEL031W_YFL041W,1,0,0,0,0,0,1,0,0,0
YKR080W_YLR432W,1,0,0,0,0,0,1,0,0,0
YLL023C_YJR010W,1,0,0,0,0,0,1,0,0,0
YDL215C_YBR106W,1,0,0,0,0,0,1,0,0,0
YKL054C_YKL204W,1,0,0,0,0,0,1,0,0,0
YPL058C_YHR089C,1,0,0,0,0,0,1,0,0,0
YER070W_YEL031W,1,0,0,0,0,0,1,0,0,0
YLL061W_YAR002C-A,1,0,0,0,0,0,1,0,0,0
YNL007C_YER145C,1,0,0,0,0,0,1,0,0,0
YDL109C_YLR258W,2,0,0,0,0,0,1,0,0,1
YLR332W_YEL031W,1,0,0,0,0,0,1,0,0,0
YOR332W_YMR105C,2,0,0,0,0,0,1,0,0,1
YDL109C_YGR060W,1,0,0,0,0,0,1,0,0,0
YDL109C_YKL190W,2,0,0,0,0,0,1,0,0,1
YKL054C_YNL288W,1,0,0,0,0,0,1,0,0,0
YEL017C-A_YPR052C,1,0,0,0,0,0,1,0,0,0
YDL122W_YKR080W,1,0,0,0,0,0,1,0,0,0
YDR233C_YLR028C,1,0,0,0,0,0,1,0,0,0
YNR035C_YDL052C,1,0,0,0,0,0,1,0,0,0
YDR307W_YML012W,1,0,0,0,0,0,1,0,0,0
YML056C_YLR110C,1,0,0,0,0,0,1,0,0,0
YPL058C_YOR042W,1,0,0,0,0,0,1,0,0,0
YBR241C_YEL031W,1,0,0,0,0,0,1,0,0,0
YJL002C_YML019W,2,0,0,0,0,0,1,0,0,1
YGR055W_YDL182W,2,0,0,0,0,0,1,0,0,1
YMR058W_YBR106W,1,0,0,0,0,0,1,0,0,0
YJL002C_YDR152W,1,0,0,0,0,0,1,0,0,0
YML056C_YFL005W,1,0,0,0,0,0,1,0,0,0
YLL023C_YER145C,1,0,0,0,0,0,1,0,0,0
YEL031W_YOR042W,1,0,0,0,0,0,1,0,0,0
YIL034C_YJL020C,1,0,0,0,0,0,1,0,0,0
YDL208W_YER145C,1,0,0,0,0,0,1,0,0,0
YDL109C_YJL155C,1,0,0,0,0,0,1,0,0,0
YDL109C_YGL153W,1,0,0,0,0,0,1,0,0,0
YBR267W_YML012W,1,0,0,0,0,0,1,0,0,0
YEL031W_YFL025C,1,0,0,0,0,0,1,0,0,0
YBR011C_YDL160C,1,0,0,0,0,0,1,0,0,0
YER136W_YNL255C,1,0,0,0,0,0,1,0,0,0
YCL025C_YIL138C,1,0,0,0,0,0,1,0,0,0
YPL058C_YML016C,1,0,0,0,0,0,1,0,0,0
YPL094C_YDL212W,1,0,0,0,0,0,1,0,0,0
YIL138C_YKL212W,1,0,0,0,0,0,1,0,0,0
