module	gene	color	rgb
2	CG31064	#009E73FF	0-158-115
2	CG31140	#009E73FF	0-158-115
2	CG3257	#009E73FF	0-158-115
2	CG3262	#009E73FF	0-158-115
2	CG33129	#009E73FF	0-158-115
2	CG3566	#009E73FF	0-158-115
2	CG42336	#009E73FF	0-158-115
2	mtgo	#009E73FF	0-158-115
2	CG42748	#009E73FF	0-158-115
2	CG43324	#009E73FF	0-158-115
2	CG46280	#009E73FF	0-158-115
2	CG4658	#009E73FF	0-158-115
2	CG5027	#009E73FF	0-158-115
2	CG5174	#009E73FF	0-158-115
2	CG5532	#009E73FF	0-158-115
2	CG7484	#009E73FF	0-158-115
2	Ciz1	#009E73FF	0-158-115
2	ReepB	#009E73FF	0-158-115
2	CG8726	#009E73FF	0-158-115
2	CG8860	#009E73FF	0-158-115
2	CG9132	#009E73FF	0-158-115
2	CG9391	#009E73FF	0-158-115
2	CG9646	#009E73FF	0-158-115
2	CG9919	#009E73FF	0-158-115
2	CDC50	#009E73FF	0-158-115
2	Cirl	#009E73FF	0-158-115
2	Cnx99A	#009E73FF	0-158-115
2	Cp1	#009E73FF	0-158-115
2	CtsB	#009E73FF	0-158-115
2	Dad1	#009E73FF	0-158-115
2	Desat1	#009E73FF	0-158-115
2	Df31	#009E73FF	0-158-115
2	dpr19	#009E73FF	0-158-115
2	E2f1	#009E73FF	0-158-115
2	eca	#009E73FF	0-158-115
2	eEF1delta	#009E73FF	0-158-115
2	eEF5	#009E73FF	0-158-115
2	ERp60	#009E73FF	0-158-115
2	fax	#009E73FF	0-158-115
2	Fer1HCH	#009E73FF	0-158-115
2	Fer2LCH	#009E73FF	0-158-115
2	Flo1	#009E73FF	0-158-115
2	Galphas	#009E73FF	0-158-115
2	Gbeta13F	#009E73FF	0-158-115
2	Gdi	#009E73FF	0-158-115
2	His3.3B	#009E73FF	0-158-115
2	Klp64D	#009E73FF	0-158-115
2	Kdm5	#009E73FF	0-158-115
2	loqs	#009E73FF	0-158-115
2	Lpin	#009E73FF	0-158-115
2	Manf	#009E73FF	0-158-115
2	Mob4	#009E73FF	0-158-115
2	Nedd8	#009E73FF	0-158-115
2	Nf1	#009E73FF	0-158-115
2	Nlp	#009E73FF	0-158-115
2	Nmda1	#009E73FF	0-158-115
2	Non2	#009E73FF	0-158-115
2	NUCB1	#009E73FF	0-158-115
2	Pal2	#009E73FF	0-158-115
2	Pcd	#009E73FF	0-158-115
2	Pdi	#009E73FF	0-158-115
2	PlexA	#009E73FF	0-158-115
2	pnut	#009E73FF	0-158-115
2	poly	#009E73FF	0-158-115
2	Prosbeta2	#009E73FF	0-158-115
2	Ptpmeg2	#009E73FF	0-158-115
2	Rab11	#009E73FF	0-158-115
2	Ric	#009E73FF	0-158-115
2	Rpt1	#009E73FF	0-158-115
2	Scamp	#009E73FF	0-158-115
2	Sec61gamma	#009E73FF	0-158-115
2	Septin2	#009E73FF	0-158-115
2	Smox	#009E73FF	0-158-115
2	Spase12	#009E73FF	0-158-115
2	Spase22-23	#009E73FF	0-158-115
2	Spase25	#009E73FF	0-158-115
2	Spred	#009E73FF	0-158-115
2	svr	#009E73FF	0-158-115
2	Swip-1	#009E73FF	0-158-115
2	Taf10b	#009E73FF	0-158-115
2	Tm1	#009E73FF	0-158-115
2	tow	#009E73FF	0-158-115
2	twr	#009E73FF	0-158-115
2	Uev1A	#009E73FF	0-158-115
2	vsg	#009E73FF	0-158-115
2	Xbp1	#009E73FF	0-158-115
3	mAcon1	#F0E442FF	240-228-66
3	Acsl	#F0E442FF	240-228-66
3	Acyp2	#F0E442FF	240-228-66
3	Adk3	#F0E442FF	240-228-66
3	Alas	#F0E442FF	240-228-66
3	alphaTub84D	#F0E442FF	240-228-66
3	AnxB10	#F0E442FF	240-228-66
3	AP-1sigma	#F0E442FF	240-228-66
3	AP-2sigma	#F0E442FF	240-228-66
3	Argk1	#F0E442FF	240-228-66
3	Arpc3A	#F0E442FF	240-228-66
3	ATPsynB	#F0E442FF	240-228-66
3	ATPsynC	#F0E442FF	240-228-66
3	ATPsynCF6	#F0E442FF	240-228-66
3	ATPsynD	#F0E442FF	240-228-66
3	ATPsyndelta	#F0E442FF	240-228-66
3	ATPsynE	#F0E442FF	240-228-66
3	ATPsynF	#F0E442FF	240-228-66
3	ATPsynG	#F0E442FF	240-228-66
3	ATPsyngamma	#F0E442FF	240-228-66
3	ATPsynO	#F0E442FF	240-228-66
3	Baldspot	#F0E442FF	240-228-66
3	Bet5	#F0E442FF	240-228-66
3	blw	#F0E442FF	240-228-66
3	bonsai	#F0E442FF	240-228-66
3	bsk	#F0E442FF	240-228-66
3	Cbp20	#F0E442FF	240-228-66
3	Cchl	#F0E442FF	240-228-66
3	Ccm3	#F0E442FF	240-228-66
3	CG10075	#F0E442FF	240-228-66
3	CG10214	#F0E442FF	240-228-66
3	CG10340	#F0E442FF	240-228-66
3	CG10561	#F0E442FF	240-228-66
3	nebu	#F0E442FF	240-228-66
3	CG11035	#F0E442FF	240-228-66
3	CG11076	#F0E442FF	240-228-66
3	CG11267	#F0E442FF	240-228-66
3	Xxylt	#F0E442FF	240-228-66
3	CG11699	#F0E442FF	240-228-66
3	CG11722	#F0E442FF	240-228-66
3	CG11752	#F0E442FF	240-228-66
3	EMC6	#F0E442FF	240-228-66
3	Pdhb	#F0E442FF	240-228-66
3	CG12084	#F0E442FF	240-228-66
3	CG12091	#F0E442FF	240-228-66
3	Nfs1	#F0E442FF	240-228-66
3	CG12279	#F0E442FF	240-228-66
3	CG1265	#F0E442FF	240-228-66
3	CG12848	#F0E442FF	240-228-66
3	CG12895	#F0E442FF	240-228-66
3	CG1307	#F0E442FF	240-228-66
3	CG13220	#F0E442FF	240-228-66
3	CG13365	#F0E442FF	240-228-66
3	CG13601	#F0E442FF	240-228-66
3	CG13623	#F0E442FF	240-228-66
3	CG13751	#F0E442FF	240-228-66
3	CG13868	#F0E442FF	240-228-66
3	CG14407	#F0E442FF	240-228-66
3	CG14483	#F0E442FF	240-228-66
3	CG14721	#F0E442FF	240-228-66
3	CG14757	#F0E442FF	240-228-66
3	CG14777	#F0E442FF	240-228-66
3	Coa8	#F0E442FF	240-228-66
3	CG14817	#F0E442FF	240-228-66
3	CG14818	#F0E442FF	240-228-66
3	CG15432	#F0E442FF	240-228-66
3	CG15456	#F0E442FF	240-228-66
3	CG15771	#F0E442FF	240-228-66
3	CG15891	#F0E442FF	240-228-66
3	CG15908	#F0E442FF	240-228-66
3	CG15916	#F0E442FF	240-228-66
3	CG15922	#F0E442FF	240-228-66
3	CG1598	#F0E442FF	240-228-66
3	CG1640	#F0E442FF	240-228-66
3	p23	#F0E442FF	240-228-66
3	CG16935	#F0E442FF	240-228-66
3	CG16986	#F0E442FF	240-228-66
3	CG17385	#F0E442FF	240-228-66
3	CG17493	#F0E442FF	240-228-66
3	CG17593	#F0E442FF	240-228-66
3	CG17698	#F0E442FF	240-228-66
3	CG17734	#F0E442FF	240-228-66
3	CG17776	#F0E442FF	240-228-66
3	CG17996	#F0E442FF	240-228-66
3	Nt5c	#F0E442FF	240-228-66
3	CG18508	#F0E442FF	240-228-66
3	CG18549	#F0E442FF	240-228-66
3	Apt1	#F0E442FF	240-228-66
3	CG1907	#F0E442FF	240-228-66
3	CG2076	#F0E442FF	240-228-66
3	Stoml2	#F0E442FF	240-228-66
3	CG30373	#F0E442FF	240-228-66
3	CG3061	#F0E442FF	240-228-66
3	CG31229	#F0E442FF	240-228-66
3	CG31637	#F0E442FF	240-228-66
3	CG31800	#F0E442FF	240-228-66
3	CG32267	#F0E442FF	240-228-66
3	CG32278	#F0E442FF	240-228-66
3	CG32369	#F0E442FF	240-228-66
3	CG32425	#F0E442FF	240-228-66
3	CG32448	#F0E442FF	240-228-66
3	CG32767	#F0E442FF	240-228-66
3	CG33199	#F0E442FF	240-228-66
3	CG34117	#F0E442FF	240-228-66
3	CG34132	#F0E442FF	240-228-66
3	CG34150	#F0E442FF	240-228-66
3	CG34200	#F0E442FF	240-228-66
3	CG34228	#F0E442FF	240-228-66
3	CG34229	#F0E442FF	240-228-66
3	CG34250	#F0E442FF	240-228-66
3	CG3556	#F0E442FF	240-228-66
3	CG3719	#F0E442FF	240-228-66
3	CG41128	#F0E442FF	240-228-66
3	CG42376	#F0E442FF	240-228-66
3	CG42813	#F0E442FF	240-228-66
3	CG44242	#F0E442FF	240-228-66
3	CG4686	#F0E442FF	240-228-66
3	Chchd2	#F0E442FF	240-228-66
3	CG5028	#F0E442FF	240-228-66
3	Cox10	#F0E442FF	240-228-66
3	ClpP	#F0E442FF	240-228-66
3	CG5065	#F0E442FF	240-228-66
3	CG5214	#F0E442FF	240-228-66
3	CG5569	#F0E442FF	240-228-66
3	CG5676	#F0E442FF	240-228-66
3	Mic26-27	#F0E442FF	240-228-66
3	CG5946	#F0E442FF	240-228-66
3	CG6115	#F0E442FF	240-228-66
3	CG6180	#F0E442FF	240-228-66
3	CG6330	#F0E442FF	240-228-66
3	Afg3l2	#F0E442FF	240-228-66
3	CG6523	#F0E442FF	240-228-66
3	CG6878	#F0E442FF	240-228-66
3	CG7382	#F0E442FF	240-228-66
3	CG7394	#F0E442FF	240-228-66
3	CG7430	#F0E442FF	240-228-66
3	CG7506	#F0E442FF	240-228-66
3	CG7630	#F0E442FF	240-228-66
3	CG7920	#F0E442FF	240-228-66
3	CG7943	#F0E442FF	240-228-66
3	CG8004	#F0E442FF	240-228-66
3	CG8187	#F0E442FF	240-228-66
3	CG8206	#F0E442FF	240-228-66
3	CG8229	#F0E442FF	240-228-66
3	CG8245	#F0E442FF	240-228-66
3	CG8360	#F0E442FF	240-228-66
3	Naa80	#F0E442FF	240-228-66
3	CG8818	#F0E442FF	240-228-66
3	CG8993	#F0E442FF	240-228-66
3	CG9034	#F0E442FF	240-228-66
3	Cox17	#F0E442FF	240-228-66
3	CG9231	#F0E442FF	240-228-66
3	CG9399	#F0E442FF	240-228-66
3	CG9921	#F0E442FF	240-228-66
3	Chchd3	#F0E442FF	240-228-66
3	Cisd2	#F0E442FF	240-228-66
3	comt	#F0E442FF	240-228-66
3	Coq7	#F0E442FF	240-228-66
3	COX4	#F0E442FF	240-228-66
3	COX5A	#F0E442FF	240-228-66
3	COX5B	#F0E442FF	240-228-66
3	COX6B	#F0E442FF	240-228-66
3	COX7A	#F0E442FF	240-228-66
3	COX7C	#F0E442FF	240-228-66
3	COX8	#F0E442FF	240-228-66
3	hpRNA:CR18854	#F0E442FF	240-228-66
3	CR41597	#F0E442FF	240-228-66
3	lncRNA:CR42862	#F0E442FF	240-228-66
3	CRIF	#F0E442FF	240-228-66
3	cype	#F0E442FF	240-228-66
3	Cyt-c-p	#F0E442FF	240-228-66
3	Dap160	#F0E442FF	240-228-66
3	DCTN6-p27	#F0E442FF	240-228-66
3	Dic1	#F0E442FF	240-228-66
3	dj-1beta	#F0E442FF	240-228-66
3	DnaJ-H	#F0E442FF	240-228-66
3	Droj2	#F0E442FF	240-228-66
3	Drp1	#F0E442FF	240-228-66
3	eIF1A	#F0E442FF	240-228-66
3	eIF2alpha	#F0E442FF	240-228-66
3	eIF3g1	#F0E442FF	240-228-66
3	elm	#F0E442FF	240-228-66
3	EMRE	#F0E442FF	240-228-66
3	EndoB	#F0E442FF	240-228-66
3	epsilonCOP	#F0E442FF	240-228-66
3	e(r)	#F0E442FF	240-228-66
3	Fdx1	#F0E442FF	240-228-66
3	Fdx2	#F0E442FF	240-228-66
3	Fie	#F0E442FF	240-228-66
3	Fkbp59	#F0E442FF	240-228-66
3	Gabat	#F0E442FF	240-228-66
3	GABPI	#F0E442FF	240-228-66
3	galla-1	#F0E442FF	240-228-66
3	galla-2	#F0E442FF	240-228-66
3	Gpdh1	#F0E442FF	240-228-66
3	Gpo1	#F0E442FF	240-228-66
3	Gs1	#F0E442FF	240-228-66
3	Gs1l	#F0E442FF	240-228-66
3	Hex-A	#F0E442FF	240-228-66
3	hfp	#F0E442FF	240-228-66
3	Hsc70-5	#F0E442FF	240-228-66
3	Hsp60A	#F0E442FF	240-228-66
3	I-2	#F0E442FF	240-228-66
3	Idh3b	#F0E442FF	240-228-66
3	Ip259	#F0E442FF	240-228-66
3	IscU	#F0E442FF	240-228-66
3	Jwa	#F0E442FF	240-228-66
3	kdn	#F0E442FF	240-228-66
3	Idh3a	#F0E442FF	240-228-66
3	Fum1	#F0E442FF	240-228-66
3	Pdha	#F0E442FF	240-228-66
3	l(2)37Cc	#F0E442FF	240-228-66
3	l(2)k09913	#F0E442FF	240-228-66
